time,boiler_thermocouple,boiler_internal,grouphead_thermocouple,grouphead_internal,basket_thermocouple,basket_internal
1687118279.524621097s,28.25,27.25,27,26.1875,27.25,26.375
1687118279.556461772s,28.25,27.25,27,26.1875,27.25,26.375
1687118279.588543444s,28.25,27.25,27,26.1875,27.25,26.3125
1687118279.620116122s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118279.652182795s,28.25,27.1875,27,26.25,27.25,26.3125
1687118279.684783462s,28.25,27.25,27,26.25,27.25,26.375
1687118279.716062142s,28.25,27.25,27,26.1875,27.25,26.375
1687118279.748272813s,28.25,27.25,27,26.1875,27.25,26.375
1687118279.780795481s,28.25,27.25,27,26.1875,27.25,26.375
1687118279.812021162s,28.25,27.25,27,26.1875,27.25,26.3125
1687118279.844057835s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118279.876936499s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118279.907917183s,28.25,27.25,27,26.1875,27.25,26.375
1687118279.94053085s,28.25,27.25,27,26.1875,27.25,26.375
1687118279.972494523s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118280.0041082s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118280.036307872s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118280.067963548s,28.25,27.25,27,26.1875,27.25,26.3125
1687118280.099930222s,28.25,27.25,27,26.1875,27.25,26.3125
1687118280.132617888s,28.25,27.1875,27,26.1875,27.25,26.375
1687118280.164565562s,28.25,27.1875,27,26.1875,27.25,26.375
1687118280.196372237s,28.25,27.25,27,26.1875,27.25,26.3125
1687118280.22841591s,28.25,27.25,27,26.1875,27.25,26.3125
1687118280.260278584s,28.25,27.25,27,26.1875,27.25,26.3125
1687118280.292241258s,28.25,27.1875,27,26.1875,27.25,26.3125
